,avg DF0,avg DDF0,avg Jitter,avg Shimmer,avg apq,avg ppq,avg logE,std DF0,std DDF0,std Jitter,std Shimmer,std apq,std ppq,std logE,skewness DF0,skewness DDF0,skewness Jitter,skewness Shimmer,skewness apq,skewness ppq,skewness logE,kurtosis DF0,kurtosis DDF0,kurtosis Jitter,kurtosis Shimmer,kurtosis apq,kurtosis ppq,kurtosis logE
0,-0.43677806854248047,0.5293668508529663,0.7756884864424598,2.3644785995296256,5.144732137899405,0.33196040557007317,-14.095416775077268,5.368936061859131,6.465682029724121,2.4762376961968116,5.91710463175556,5.08795659823147,0.6770012907280608,2.1685285581683016,-7.443177223205566,7.078686237335205,8.167225271334154,5.460803151536971,1.2798056880131474,5.025950242924581,-0.5946018631865274,64.91109404805562,60.379755669254195,70.81785807836165,31.751287426239003,0.749175842472988,27.814104547594066,7.062122285404804
